date,grsr,keyword,geo,time,gprop,category,period,weight,grsr_n,mx,categories,categories2,selected,pts1a,pts1b,pts2,days1a,days1b,days2,grp,post1a,post1b,post2
2019-10-06,72,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,61.4245472837022,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,29,26,18,0,1,1,1
2019-10-13,63,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,53.746478873239425,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,30,27,19,0,1,1,1
2019-10-20,95,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,81.04627766599597,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,31,28,20,0,1,1,1
2019-10-27,59,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,50.33400402414486,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,32,29,21,0,1,1,1
2020-01-05,2,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,1.7255343082114738,74.53372675495778,PHK,PHK,1,18336,18364,18420,-10,-14,-22,1,0,0,0
2020-01-12,4,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,3.4510686164229476,74.53372675495778,PHK,PHK,1,18336,18364,18420,-9,-13,-21,1,0,0,0
2020-01-19,5,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,4.3138357705286845,74.53372675495778,PHK,PHK,1,18336,18364,18420,-8,-12,-20,1,0,0,0
2020-01-26,6,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,5.176602924634422,74.53372675495778,PHK,PHK,1,18336,18364,18420,-7,-11,-19,1,0,0,0
2020-02-02,6,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,5.176602924634422,74.53372675495778,PHK,PHK,1,18336,18364,18420,-6,-10,-18,1,0,0,0
2020-02-09,11,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,9.490438695163109,74.53372675495778,PHK,PHK,1,18336,18364,18420,-5,-9,-17,1,0,0,0
2020-02-16,14,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,12.078740157480318,74.53372675495778,PHK,PHK,1,18336,18364,18420,-4,-8,-16,1,0,0,0
2020-02-23,11,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,9.490438695163109,74.53372675495778,PHK,PHK,1,18336,18364,18420,-3,-7,-15,1,0,0,0
2020-03-01,6,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,5.176602924634422,74.53372675495778,PHK,PHK,1,18336,18364,18420,-2,-6,-14,1,0,0,0
2020-03-08,18,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,15.529808773903264,74.53372675495778,PHK,PHK,1,18336,18364,18420,-1,-5,-13,1,0,0,0
2020-03-15,14,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,12.078740157480318,74.53372675495778,PHK,PHK,1,18336,18364,18420,0,-4,-12,1,0,0,0
2020-03-22,20,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,17.255343082114738,74.53372675495778,PHK,PHK,1,18336,18364,18420,1,-3,-11,1,1,0,0
2020-03-29,33,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,28.471316085489317,74.53372675495778,PHK,PHK,1,18336,18364,18420,2,-2,-10,1,1,0,0
2020-04-05,100,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,86.27671541057369,74.53372675495778,PHK,PHK,1,18336,18364,18420,3,-1,-9,1,1,0,0
2020-04-12,65,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,56.07986501687291,74.53372675495778,PHK,PHK,1,18336,18364,18420,4,0,-8,1,1,0,0
2020-04-19,54,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,46.5894263217098,74.53372675495778,PHK,PHK,1,18336,18364,18420,5,1,-7,1,1,1,0
2020-04-26,51,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,44.00112485939259,74.53372675495778,PHK,PHK,1,18336,18364,18420,6,2,-6,1,1,1,0
2020-05-03,39,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,33.647919010123736,74.53372675495778,PHK,PHK,1,18336,18364,18420,7,3,-5,1,1,1,0
2020-05-10,30,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,25.88301462317211,74.53372675495778,PHK,PHK,1,18336,18364,18420,8,4,-4,1,1,1,0
2020-05-17,20,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,17.255343082114738,74.53372675495778,PHK,PHK,1,18336,18364,18420,9,5,-3,1,1,1,0
2020-05-24,21,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,18.11811023622048,74.53372675495778,PHK,PHK,1,18336,18364,18420,10,6,-2,1,1,1,0
2020-05-31,30,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,25.88301462317211,74.53372675495778,PHK,PHK,1,18336,18364,18420,11,7,-1,1,1,1,0
2020-06-07,18,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,15.529808773903264,74.53372675495778,PHK,PHK,1,18336,18364,18420,12,8,0,1,1,1,0
2020-06-14,19,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,16.392575928009006,74.53372675495778,PHK,PHK,1,18336,18364,18420,13,9,1,1,1,1,1
2020-06-21,48,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,41.41282339707538,74.53372675495778,PHK,PHK,1,18336,18364,18420,14,10,2,1,1,1,1
2020-06-28,28,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,24.157480314960637,74.53372675495778,PHK,PHK,1,18336,18364,18420,15,11,3,1,1,1,1
2020-07-05,30,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,25.88301462317211,74.53372675495778,PHK,PHK,1,18336,18364,18420,16,12,4,1,1,1,1
2020-07-12,23,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,19.843644544431953,74.53372675495778,PHK,PHK,1,18336,18364,18420,17,13,5,1,1,1,1
2020-07-19,14,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,12.078740157480318,74.53372675495778,PHK,PHK,1,18336,18364,18420,18,14,6,1,1,1,1
2020-07-26,11,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,9.490438695163109,74.53372675495778,PHK,PHK,1,18336,18364,18420,19,15,7,1,1,1,1
2020-08-02,9,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,7.764904386951632,74.53372675495778,PHK,PHK,1,18336,18364,18420,20,16,8,1,1,1,1
2020-08-09,7,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,6.039370078740159,74.53372675495778,PHK,PHK,1,18336,18364,18420,21,17,9,1,1,1,1
2020-08-16,8,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,6.902137232845895,74.53372675495778,PHK,PHK,1,18336,18364,18420,22,18,10,1,1,1,1
2020-08-23,9,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,7.764904386951632,74.53372675495778,PHK,PHK,1,18336,18364,18420,23,19,11,1,1,1,1
2020-08-30,12,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,10.353205849268845,74.53372675495778,PHK,PHK,1,18336,18364,18420,24,20,12,1,1,1,1
2020-09-06,9,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,7.764904386951632,74.53372675495778,PHK,PHK,1,18336,18364,18420,25,21,13,1,1,1,1
2020-09-13,12,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,10.353205849268845,74.53372675495778,PHK,PHK,1,18336,18364,18420,26,22,14,1,1,1,1
2020-09-20,10,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,8.627671541057369,74.53372675495778,PHK,PHK,1,18336,18364,18420,27,23,15,1,1,1,1
2020-09-27,9,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,7.764904386951632,74.53372675495778,PHK,PHK,1,18336,18364,18420,28,24,16,1,1,1,1
2020-10-04,18,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,15.529808773903264,74.53372675495778,PHK,PHK,1,18336,18364,18420,29,25,17,1,1,1,1
2020-10-11,8,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,6.902137232845895,74.53372675495778,PHK,PHK,1,18336,18364,18420,30,26,18,1,1,1,1
2020-10-18,8,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,6.902137232845895,74.53372675495778,PHK,PHK,1,18336,18364,18420,31,27,19,1,1,1,1
2020-10-25,19,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,16.392575928009006,74.53372675495778,PHK,PHK,1,18336,18364,18420,32,28,20,1,1,1,1
2020-01-05,96,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,96,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-10,-14,-22,1,0,0,0
2020-01-12,94,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,94,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-9,-13,-21,1,0,0,0
2020-01-19,88,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,88,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-8,-12,-20,1,0,0,0
2020-01-26,90,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,90,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-7,-11,-19,1,0,0,0
2020-02-02,93,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,93,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-6,-10,-18,1,0,0,0
2020-02-09,99,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,99,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-5,-9,-17,1,0,0,0
2020-02-16,95,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,95,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-4,-8,-16,1,0,0,0
2020-02-23,89,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,89,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-3,-7,-15,1,0,0,0
2020-03-01,85,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,85.00000000000001,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-2,-6,-14,1,0,0,0
2020-03-08,93,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,93,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-1,-5,-13,1,0,0,0
2020-03-15,63,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,62.999999999999986,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,0,-4,-12,1,0,0,0
2020-03-22,42,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,42,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,1,-3,-11,1,1,0,0
2020-03-29,43,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,43,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,2,-2,-10,1,1,0,0
2020-04-05,42,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,42,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,3,-1,-9,1,1,0,0
2020-04-12,38,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,38,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,4,0,-8,1,1,0,0
2020-04-19,41,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,41,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,5,1,-7,1,1,1,0
2020-04-26,40,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,40,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,6,2,-6,1,1,1,0
2020-05-03,40,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,40,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,7,3,-5,1,1,1,0
2020-05-10,42,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,42,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,8,4,-4,1,1,1,0
2020-05-17,36,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,36,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,9,5,-3,1,1,1,0
2020-05-24,58,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,57.99999999999999,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,10,6,-2,1,1,1,0
2020-05-31,69,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,69,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,11,7,-1,1,1,1,0
2020-06-07,83,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,83,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,12,8,0,1,1,1,0
2020-06-14,97,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,97,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,13,9,1,1,1,1,1
2020-06-21,98,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,98,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,14,10,2,1,1,1,1
2020-06-28,97,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,97,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,15,11,3,1,1,1,1
2020-07-05,100,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,100,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,16,12,4,1,1,1,1
2020-07-12,86,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,86,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,17,13,5,1,1,1,1
2020-07-19,77,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,77,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,18,14,6,1,1,1,1
2020-07-26,70,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,70,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,19,15,7,1,1,1,1
2020-08-02,81,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,81,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,20,16,8,1,1,1,1
2020-08-09,77,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,77,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,21,17,9,1,1,1,1
2020-08-16,63,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,62.999999999999986,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,22,18,10,1,1,1,1
2020-08-23,73,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,73.00000000000001,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,23,19,11,1,1,1,1
2020-08-30,73,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,73.00000000000001,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,24,20,12,1,1,1,1
2020-09-06,70,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,70,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,25,21,13,1,1,1,1
2020-09-13,62,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,62,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,26,22,14,1,1,1,1
2020-09-20,62,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,62,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,27,23,15,1,1,1,1
2020-09-27,62,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,62,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,28,24,16,1,1,1,1
2020-10-04,55,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,55.00000000000001,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,29,25,17,1,1,1,1
2020-10-11,58,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,57.99999999999999,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,30,26,18,1,1,1,1
2020-10-18,66,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,66,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,31,27,19,1,1,1,1
2020-10-25,51,"""jobstreet""",ID,2020-01-01 2020-10-31,web,0,2020,1.0504271874945843,51,105.04271874945844,Situs loker,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,32,28,20,1,1,1,1
2020-01-05,45,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,45,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-10,-14,-22,1,0,0,0
2020-01-12,55,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,54.99999999999999,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-9,-13,-21,1,0,0,0
2020-01-19,59,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,59.00000000000001,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-8,-12,-20,1,0,0,0
2020-01-26,39,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,39,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-7,-11,-19,1,0,0,0
2020-02-02,55,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,54.99999999999999,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-6,-10,-18,1,0,0,0
2020-02-09,53,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,53,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-5,-9,-17,1,0,0,0
2020-02-16,50,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,50,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-4,-8,-16,1,0,0,0
2020-02-23,59,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,59.00000000000001,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-3,-7,-15,1,0,0,0
2020-03-01,51,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,51,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-2,-6,-14,1,0,0,0
2020-03-08,50,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,50,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,-1,-5,-13,1,0,0,0
2020-03-15,49,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,49.00000000000001,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,0,-4,-12,1,0,0,0
2020-03-22,39,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,39,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,1,-3,-11,1,1,0,0
2020-03-29,41,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,41,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,2,-2,-10,1,1,0,0
2020-04-05,60,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,60,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,3,-1,-9,1,1,0,0
2020-04-12,53,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,53,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,4,0,-8,1,1,0,0
2020-04-19,51,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,51,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,5,1,-7,1,1,1,0
2020-04-26,56,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,56.00000000000001,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,6,2,-6,1,1,1,0
2020-05-03,58,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,57.99999999999999,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,7,3,-5,1,1,1,0
2020-05-10,47,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,47,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,8,4,-4,1,1,1,0
2020-05-17,33,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,33,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,9,5,-3,1,1,1,0
2020-05-24,46,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,46,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,10,6,-2,1,1,1,0
2020-05-31,73,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,73.00000000000001,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,11,7,-1,1,1,1,0
2020-06-07,79,"""lowongan kurir""+""loker kurir""",ID,2020-01-01 2020-10-31,web,0,2020,0.8049348557741942,79,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,18336,18364,18420,12,8,0,1,1,1,0
